hit_id,x,y,z,volume_id,layer_id,module_id
133,-114.918,-62.6066,-1498,7,2,10
134,-127.576,-70.63,-1498,7,2,10
135,-123.219,-77.99,-1498,7,2,10
136,-150.898,-83.1625,-1498,7,2,10
137,-131.354,-98.5751,-1502,7,2,11
138,-121.717,-84.7419,-1502,7,2,11
139,-87.1962,-64.549,-1502,7,2,11
140,-92.8189,-71.3704,-1502,7,2,11
141,-144.718,-94.8167,-1502,7,2,11
142,-118.121,-85.7934,-1502,7,2,11
143,-119.892,-88.5825,-1502,7,2,11
144,-123.516,-78.2163,-1502,7,2,11
145,-120.008,-80.9648,-1502,7,2,11
146,-114.864,-73.926,-1502,7,2,11
147,-68.0513,-66.3248,-1502.5,7,2,12
148,-39.2505,-42.8931,-1502.5,7,2,12
149,-50.4189,-51.6428,-1502.5,7,2,12
150,-79.8861,-57.6756,-1502.5,7,2,12
151,-63.3585,-46.4529,-1502.5,7,2,12
152,-62.8249,-52.9671,-1502.5,7,2,12
153,-41.3207,-38.2173,-1502.5,7,2,12
154,-44.6529,-39.9455,-1502.5,7,2,12
155,-62.6569,-43.1577,-1502.5,7,2,12
156,-62.8794,-49.2657,-1502.5,7,2,12
157,-81.083,-60.6047,-1502.5,7,2,12
158,-42.4274,-41.8584,-1502.5,7,2,12
159,-42.8193,-39.2342,-1502.5,7,2,12
160,-41.8299,-37.5344,-1502.5,7,2,12
161,-69.2919,-59.2138,-1502.5,7,2,12
162,-54.2791,-45.9971,-1502.5,7,2,12
163,-50.3567,-37.847,-1502.5,7,2,12
164,-51.6316,-35.8453,-1502.5,7,2,12
165,-48.0657,-35.43,-1502.5,7,2,12
166,-92.5323,-71.2161,-1498,7,2,13
167,-86.922,-64.4127,-1498,7,2,13
168,-100.916,-89.0314,-1498,7,2,13
169,-80.5599,-67.9035,-1498,7,2,13
170,-81.5414,-71.6431,-1498,7,2,13
171,-94.6133,-87.1123,-1498,7,2,13
172,-116.498,-98.2661,-1498,7,2,13
173,-95.4404,-88.384,-1498,7,2,13
174,-81.5474,-69.0484,-1498,7,2,13
175,-130.57,-104.773,-1498,7,2,13
176,-120.535,-103.503,-1498,7,2,13
177,-99.3222,-84.5233,-1498,7,2,13
178,-85.5679,-72.647,-1498,7,2,13
179,-102.736,-88.0728,-1498,7,2,13
180,-41.2102,-56.2962,-1498,7,2,14
181,-42.6709,-39.1443,-1498,7,2,14
182,-34.4975,-52.2861,-1498,7,2,14
183,-42.3206,-41.7367,-1498,7,2,14
184,-39.1611,-42.7338,-1498,7,2,14
185,-65.6369,-69.8064,-1498,7,2,14
186,-58.0717,-63.6434,-1498,7,2,14
187,-55.2106,-69.917,-1498,7,2,14
188,-49.1516,-62.9768,-1498,7,2,14
189,-49.5536,-67.2199,-1498,7,2,14
190,-58.0301,-69.5228,-1498,7,2,14
191,-41.1962,-38.1106,-1498,7,2,14
192,-55.1838,-69.8086,-1498,7,2,14
193,-44.4892,-39.8105,-1498,7,2,14
194,-61.0453,-79.5971,-1498,7,2,14
195,-46.8753,-55.2304,-1498,7,2,14
196,-41.7195,-37.4145,-1498,7,2,14
197,-50.277,-51.4374,-1498,7,2,14
198,-84.4661,-88.1077,-1502,7,2,15
199,-81.7128,-71.8487,-1502,7,2,15
200,-103.023,-104.473,-1502,7,2,15
201,-94.835,-93.3147,-1502,7,2,15
202,-82.2033,-71.6071,-1502,7,2,15
203,-94.8304,-87.3704,-1502,7,2,15
204,-109.873,-119.101,-1502,7,2,15
205,-75.8527,-76.5951,-1502,7,2,15
206,-118.574,-122.498,-1502,7,2,15
207,-78.0403,-88.3287,-1502,7,2,15
208,-113.663,-112.85,-1502,7,2,15
209,-95.6651,-88.6294,-1502,7,2,15
210,-93.9573,-82.806,-1502,7,2,15
211,-105.847,-126.958,-1498,7,2,16
212,-77.1156,-90.558,-1498,7,2,16
213,-77.8835,-88.0839,-1498,7,2,16
214,-91.7061,-121.434,-1498,7,2,16
215,-93.5769,-111.399,-1498,7,2,16
216,-51.8532,-80.167,-1502,7,2,17
217,-49.6563,-67.3954,-1502,7,2,17
218,-46.9044,-85.7755,-1502,7,2,17
219,-32.2992,-51.5113,-1502,7,2,17
220,-38.0277,-58.7542,-1502,7,2,17
221,-46.4461,-84.9319,-1502,7,2,17
222,-45.0428,-70.4888,-1502,7,2,17
223,-34.5642,-52.4323,-1502,7,2,17
224,-35.8903,-59.6682,-1502,7,2,17
225,-22.9463,-50.3158,-1502,7,2,17
226,-40.9229,-62.5217,-1502,7,2,17
227,-41.3207,-56.4724,-1502,7,2,17
228,-35.9992,-59.2716,-1502,7,2,17
229,-91.9342,-121.834,-1502,7,2,18
230,-93.6719,-143.175,-1502,7,2,18
231,-92.375,-147.499,-1502,7,2,18
232,-85.5745,-126.204,-1502,7,2,18
233,-80.1763,-109.832,-1502,7,2,18
234,-54.8598,-91.7198,-1502,7,2,18
235,-81.3895,-117.797,-1502,7,2,18
236,-59.3492,-111.022,-1498,7,2,19
237,-52.5797,-92.9929,-1498,7,2,19
238,-54.7134,-91.499,-1498,7,2,19
239,-73.8245,-126.118,-1498,7,2,19
240,-78.7957,-146.757,-1498,7,2,19
241,-50.8127,-101.656,-1498,7,2,19
242,-72.238,-134.213,-1498,7,2,19
243,-79.8313,-146.048,-1498,7,2,19
244,-76.6587,-133.262,-1498,7,2,19
245,-44.8456,-95.772,-1498,7,2,19
246,-37.4476,-77.1449,-1497.5,7,2,20
247,-29.9283,-78.0676,-1497.5,7,2,20
248,-14.7172,-56.2396,-1497.5,7,2,20
249,-16.9759,-52.8077,-1497.5,7,2,20
250,-21.3332,-57.5784,-1497.5,7,2,20
251,-30.4334,-53.809,-1497.5,7,2,20
252,-22.9165,-50.1644,-1497.5,7,2,20
253,-35.4738,-77.4753,-1497.5,7,2,20
254,-26.0355,-71.2511,-1497.5,7,2,20
255,-19.2019,-64.9759,-1497.5,7,2,20
256,-23.1593,-65.3841,-1497.5,7,2,20
257,-20.9079,-67.2655,-1497.5,7,2,20
258,-24.2485,-70.4961,-1497.5,7,2,20
259,-25.3237,-81.8458,-1497.5,7,2,20
260,-25.6892,-64.9589,-1497.5,7,2,20
261,-27.7282,-63.2182,-1497.5,7,2,20
262,-44.9919,-96.0171,-1502,7,2,21
263,-47.8127,-108.347,-1502,7,2,21
264,-50.9372,-101.931,-1502,7,2,21
265,-57.1219,-122.622,-1502,7,2,21
266,-56.1852,-122.605,-1502,7,2,21
267,-55.9762,-134.635,-1502,7,2,21
268,-52.576,-113.07,-1502,7,2,21
269,-33.9962,-102.296,-1498,7,2,22
270,-43.827,-120.299,-1498,7,2,22
271,-43.625,-134.486,-1498,7,2,22
272,-38.5919,-124.189,-1498,7,2,22
273,-42.2174,-151.527,-1498,7,2,22
274,-44.8047,-143.827,-1498,7,2,22
275,-44.459,-139.964,-1498,7,2,22
276,-47.729,-136.032,-1498,7,2,22
277,-14.5336,-59.7872,-1502.5,7,2,23
278,-14.1557,-90.769,-1502.5,7,2,23
279,-15.261,-80.3802,-1502.5,7,2,23
280,-13.388,-58.4425,-1502.5,7,2,23
281,-24.3118,-70.7448,-1502.5,7,2,23
282,-17.0181,-53.001,-1502.5,7,2,23
283,-23.2329,-65.6084,-1502.5,7,2,23
284,-19.3235,-65.1742,-1502.5,7,2,23
285,-23.9557,-87.8956,-1502.5,7,2,23
286,-17.122,-64.7858,-1502.5,7,2,23
287,-25.3954,-82.1122,-1502.5,7,2,23
288,-20.9617,-67.4997,-1502.5,7,2,23
289,-11.7624,-60.4526,-1502.5,7,2,23
290,-12.6893,-56.817,-1502.5,7,2,23
291,-9.20989,-74.0234,-1502.5,7,2,23
292,-22.0733,-76.1994,-1502.5,7,2,23
293,-12.824,-73.4418,-1502.5,7,2,23
294,-18.3368,-67.7038,-1502.5,7,2,23
295,-21.4073,-57.7899,-1502.5,7,2,23
296,-9.6401,-71.7459,-1502.5,7,2,23
297,-16.6603,-97.346,-1502.5,7,2,23
298,-14.7575,-56.4361,-1502.5,7,2,23
299,-38.1264,-145.397,-1502,7,2,24
300,-42.2865,-163.085,-1502,7,2,24
301,-42.2861,-151.945,-1502,7,2,24
302,-30.1799,-159.874,-1502,7,2,24
303,-22.2738,-111.409,-1502,7,2,24
304,-26.3575,-135.76,-1502,7,2,24
305,-36.7891,-162.86,-1502,7,2,24
306,-33.709,-161.121,-1502,7,2,24
307,-37.3473,-131.165,-1502,7,2,24
308,-33.4359,-164.109,-1502,7,2,24
309,-22.3852,-127.607,-1502,7,2,24
310,-7.82308,-69.6962,-1498,7,2,25
311,-12.7577,-73.2017,-1498,7,2,25
312,-2.66155,-64.9599,-1498,7,2,25
313,-5.15241,-97.6499,-1498,7,2,25
314,-0.0444458,-69.0718,-1498,7,2,25
315,-6.63772,-65.5406,-1498,7,2,25
316,-12.6595,-56.6595,-1498,7,2,25
317,-14.0695,-90.5075,-1498,7,2,25
318,0.139114,-56.543,-1498,7,2,25
319,-3.4785,-55.3508,-1498,7,2,25
320,-9.61587,-71.5179,-1498,7,2,25
321,-11.7412,-60.2865,-1498,7,2,25
322,-4.84688,-79.1105,-1498,7,2,25
323,-5.53173,-85.2632,-1498,7,2,25
324,-9.19386,-73.803,-1498,7,2,25
325,-8.6967,-73.2215,-1498,7,2,25
326,-4.46007,-69.0974,-1498,7,2,25
327,-5.95986,-69.0358,-1498,7,2,25
328,-3.6797,-56.6327,-1498,7,2,25
329,-5.29079,-94.31,-1498,7,2,25
330,-7.14783,-81.5813,-1498,7,2,25
331,-1.08456,-77.8267,-1498,7,2,25
332,-11.5811,-109.261,-1498,7,2,26
333,-22.2755,-127.297,-1498,7,2,26
334,-14.1118,-125.955,-1498,7,2,26
335,-18.7023,-152.349,-1498,7,2,26
336,-14.8267,-118.395,-1498,7,2,26
337,-6.64703,-104.846,-1498,7,2,26
338,-14.5465,-120.385,-1498,7,2,26
339,-29.6937,-162.743,-1498,7,2,26
340,-22.1926,-111.14,-1498,7,2,26
341,-30.043,-159.457,-1498,7,2,26
342,-20.9958,-148.281,-1498,7,2,26
343,-20.2811,-134.352,-1498,7,2,26
344,-26.3809,-135.375,-1498,7,2,26
345,-13.4806,-147.708,-1498,7,2,26
346,-5.65658,-106.652,-1502,7,2,27
347,-5.69943,-132.479,-1502,7,2,27
348,-11.596,-109.533,-1502,7,2,27
349,-13.1093,-157.422,-1502,7,2,27
350,-0.200955,-155.375,-1502,7,2,27
351,-4.26656,-142.627,-1502,7,2,27
352,-2.2094,-144.685,-1502,7,2,27
353,-14.2226,-126.287,-1502,7,2,27
354,-6.57434,-117.841,-1502,7,2,27
355,-6.63723,-105.128,-1502,7,2,27
356,-12.3669,-148.409,-1502,7,2,27
357,-0.0392959,-69.2823,-1502,7,2,28
358,8.30196,-98.1578,-1502,7,2,28
359,15.2721,-100.69,-1502,7,2,28
360,-1.0544,-78.0515,-1502,7,2,28
361,0.177065,-56.7368,-1502,7,2,28
362,5.03102,-72.5283,-1502,7,2,28
363,8.79536,-69.3769,-1502,7,2,28
364,-3.67854,-56.8169,-1502,7,2,28
365,-3.48097,-55.5036,-1502,7,2,28
366,4.56962,-73.0385,-1502,7,2,28
367,11.5943,-59.0567,-1502,7,2,28
368,10.3022,-57.2965,-1502,7,2,28
369,5.19943,-81.6782,-1502,7,2,28
370,2.36935,-96.0634,-1502,7,2,28
371,6.18514,-99.9384,-1502,7,2,28
372,8.21117,-99.5533,-1502,7,2,28
373,10.8048,-134.644,-1498,7,2,29
374,5.70678,-119.647,-1498,7,2,29
375,2.01098,-173.955,-1498,7,2,29
376,12.9279,-138.341,-1498,7,2,29
377,2.17408,-116.855,-1498,7,2,29
378,13.0987,-119.3,-1498,7,2,29
379,8.58683,-168.949,-1498,7,2,29
380,9.97528,-105.874,-1498,7,2,29
381,-0.218129,-154.971,-1498,7,2,29
382,12.9646,-138.722,-1502,7,2,30
383,10.878,-134.982,-1502,7,2,30
384,25.2886,-135.869,-1502,7,2,30
385,28.319,-167.364,-1502,7,2,30
386,16.9056,-131.869,-1502,7,2,30
387,13.1269,-119.618,-1502,7,2,30
388,20.1494,-123.636,-1502,7,2,30
389,20.0951,-104.79,-1502,7,2,30
390,23.7822,-123.807,-1502,7,2,30
391,25.8852,-142.317,-1502,7,2,30
392,9.97128,-106.184,-1502,7,2,30
393,17.9922,-163.421,-1502,7,2,30
394,8.81877,-69.1815,-1497.5,7,2,31
395,16.8756,-85.19,-1497.5,7,2,31
396,15.006,-79.3179,-1497.5,7,2,31
397,10.2899,-57.1038,-1497.5,7,2,31
398,11.5405,-58.8861,-1497.5,7,2,31
399,25.231,-91.28,-1497.5,7,2,31
400,16.557,-66.0734,-1497.5,7,2,31
401,19.3749,-89.8052,-1497.5,7,2,31
402,16.883,-68.074,-1497.5,7,2,31
403,10.4557,-64.0058,-1497.5,7,2,31
404,14.3407,-62.8388,-1497.5,7,2,31
405,20.4482,-73.9285,-1497.5,7,2,31
406,10.7333,-65.3762,-1497.5,7,2,31
407,20.8014,-76.8989,-1497.5,7,2,31
408,21.1136,-70.7028,-1497.5,7,2,31
409,24.1192,-75.9396,-1497.5,7,2,31
410,15.3787,-67.1625,-1497.5,7,2,31
411,17.4611,-68.3401,-1497.5,7,2,31
412,16.4867,-90.8402,-1497.5,7,2,31
413,20.9559,-62.1212,-1497.5,7,2,31
414,20.5739,-77.0221,-1497.5,7,2,31
415,30.4766,-148.469,-1498,7,2,32
416,25.8077,-141.94,-1498,7,2,32
417,20.0865,-104.512,-1498,7,2,32
418,36.6946,-134.541,-1498,7,2,32
419,22.8129,-126.733,-1498,7,2,32
420,33.8007,-125.913,-1498,7,2,32
421,34.2554,-152.088,-1498,7,2,32
422,31.2529,-118.356,-1498,7,2,32
423,25.4659,-120.832,-1498,7,2,32
424,26.5382,-121.023,-1498,7,2,32
425,31.4057,-101.098,-1498,7,2,32
426,40.6755,-139.201,-1498,7,2,32
427,25.2703,-135.505,-1498,7,2,32
428,27.3847,-48.8007,-1502.5,7,2,33
429,28.8858,-69.6712,-1502.5,7,2,33
430,27.605,-63.9659,-1502.5,7,2,33
431,21.4163,-51.6382,-1502.5,7,2,33
432,29.4455,-71.0223,-1502.5,7,2,33
433,35.9249,-65.6294,-1502.5,7,2,33
434,20.9828,-62.3508,-1502.5,7,2,33
435,31.9876,-77.5515,-1502.5,7,2,33
436,23.7304,-54.0892,-1502.5,7,2,33
437,32.0195,-82.9854,-1502.5,7,2,33
438,31.4868,-61.0557,-1502.5,7,2,33
439,31.4437,-58.9919,-1502.5,7,2,33
440,24.1717,-76.1902,-1502.5,7,2,33
441,38.3693,-92.9584,-1502.5,7,2,33
442,21.1755,-70.9166,-1502.5,7,2,33
443,28.8108,-53.8114,-1502.5,7,2,33
444,29.0332,-69.7658,-1502.5,7,2,33
445,29.6613,-59.131,-1502.5,7,2,33
446,44.9729,-125.921,-1502,7,2,34
447,31.4214,-101.379,-1502,7,2,34
448,38.511,-99.0888,-1502,7,2,34
449,47.0881,-123.893,-1502,7,2,34
450,31.3135,-118.679,-1502,7,2,34
451,44.9455,-145.821,-1502,7,2,34
452,44.2717,-134.685,-1502,7,2,34
453,40.7518,-139.602,-1502,7,2,34
454,51.177,-140.498,-1502,7,2,34
455,35.6019,-108.818,-1502,7,2,34
456,48.0518,-129.443,-1502,7,2,34
457,42.1702,-103.123,-1502,7,2,34
458,57.3287,-128.414,-1498,7,2,35
459,66.44,-142.612,-1498,7,2,35
460,63.6616,-150.307,-1498,7,2,35
461,44.0537,-101.32,-1498,7,2,35
462,38.367,-98.8385,-1498,7,2,35
463,65.131,-136.757,-1498,7,2,35
464,48.0137,-129.104,-1498,7,2,35
465,46.9308,-123.556,-1498,7,2,35
466,53.2627,-112.52,-1498,7,2,35
467,33.6437,-45.4756,-1498,7,2,36
468,40.5596,-72.8379,-1498,7,2,36
469,39.4133,-53.551,-1498,7,2,36
470,27.3093,-48.6317,-1498,7,2,36
471,31.4201,-60.8902,-1498,7,2,36
472,50.4022,-76.7465,-1498,7,2,36
473,29.5992,-58.9714,-1498,7,2,36
474,39.1064,-74.364,-1498,7,2,36
475,31.3641,-58.7893,-1498,7,2,36
476,36.6535,-49.2388,-1498,7,2,36
477,28.6887,-53.6578,-1498,7,2,36
478,35.8468,-65.4344,-1498,7,2,36
479,47.2431,-73.888,-1498,7,2,36
480,23.66,-53.9686,-1498,7,2,36
481,33.8007,-47.3586,-1498,7,2,36
482,37.5283,-65.3935,-1498,7,2,36
483,33.4137,-49.3109,-1498,7,2,36
484,53.2365,-79.6492,-1498,7,2,36
485,55.0147,-78.5319,-1498,7,2,36
486,35.5246,-47.2054,-1498,7,2,36
487,43.2903,-66.4806,-1498,7,2,36
488,61.0186,-106.724,-1502,7,2,37
489,71.033,-124.086,-1502,7,2,37
490,53.4256,-112.82,-1502,7,2,37
491,66.7656,-120.638,-1502,7,2,37
492,60.3086,-121.889,-1502,7,2,37
493,63.4752,-104.969,-1502,7,2,37
494,55.9611,-93.3282,-1502,7,2,37
495,56.6899,-88.8823,-1502,7,2,37
496,63.3131,-104.679,-1498,7,2,38
497,91.7849,-137.13,-1498,7,2,38
498,72.551,-94.1885,-1498,7,2,38
499,55.8135,-93.112,-1498,7,2,38
500,71.678,-99.9037,-1498,7,2,38
501,74.88,-112.983,-1498,7,2,38
502,63.8317,-89.5996,-1498,7,2,38
503,56.5685,-88.6402,-1498,7,2,38
504,86.4815,-126.026,-1498,7,2,38
505,87.0941,-113.207,-1498,7,2,38
506,92.2132,-135.455,-1498,7,2,38
507,94.1761,-134.339,-1498,7,2,38
508,40.1901,-39.8582,-1502,7,2,39
509,39.5417,-53.7267,-1502,7,2,39
510,37.9601,-41.0965,-1502,7,2,39
511,54.1489,-68.135,-1502,7,2,39
512,33.8813,-47.4842,-1502,7,2,39
513,65.535,-70.2261,-1502,7,2,39
514,51.5306,-65.5313,-1502,7,2,39
515,35.594,-47.3338,-1502,7,2,39
516,63.6015,-73.1974,-1502,7,2,39
517,41.4326,-39.3882,-1502,7,2,39
518,36.7496,-49.3798,-1502,7,2,39
519,42.9635,-50.8042,-1502,7,2,39
520,60.0549,-76.7438,-1502,7,2,39
521,22.1328,-34.0967,-1502,7,2,39
522,50.3853,-59.1861,-1502,7,2,39
523,56.6715,-58.8474,-1502,7,2,39
524,54.6317,-61.0784,-1502,7,2,39
525,33.4969,-49.4208,-1502,7,2,39
526,33.7219,-45.6039,-1502,7,2,39
527,76.0705,-82.7251,-1502,7,2,40
528,100.943,-112.521,-1502,7,2,40
529,83.5095,-103.893,-1502,7,2,40
530,91.038,-117.186,-1502,7,2,40
531,87.3391,-113.514,-1502,7,2,40
532,72.7228,-94.425,-1502,7,2,40
533,63.9948,-89.8625,-1502,7,2,40
534,88.9457,-118.748,-1502,7,2,40
535,107.818,-99.4391,-1498,7,2,41
536,96.0715,-86.2074,-1498,7,2,41
537,75.8633,-82.4747,-1498,7,2,41
538,87.6437,-83.5778,-1498,7,2,41
539,101.327,-91.0387,-1498,7,2,41
540,93.7388,-89.1779,-1498,7,2,41
541,90.0996,-83.4175,-1498,7,2,41
542,100.672,-112.233,-1498,7,2,41
543,69.7369,-61.7637,-1497.5,7,2,42
544,48.5309,-33.846,-1497.5,7,2,42
545,60.5414,-52.0031,-1497.5,7,2,42
546,61.0763,-41.3475,-1497.5,7,2,42
547,41.3105,-39.2606,-1497.5,7,2,42
548,46.4292,-33.1117,-1497.5,7,2,42
549,60.6631,-62.1675,-1497.5,7,2,42
550,46.0048,-38.3384,-1497.5,7,2,42
551,55.23,-49.1106,-1497.5,7,2,42
552,44.315,-28.2155,-1497.5,7,2,42
553,54.2744,-46.7821,-1497.5,7,2,42
554,56.5244,-58.6985,-1497.5,7,2,42
555,47.2179,-29.8401,-1497.5,7,2,42
556,37.854,-40.9771,-1497.5,7,2,42
557,76.7217,-56.6168,-1497.5,7,2,42
558,48.1887,-51.5205,-1497.5,7,2,42
559,40.097,-39.7366,-1497.5,7,2,42
560,47.1094,-37.7695,-1497.5,7,2,42
561,90.3085,-83.6675,-1502,7,2,43
562,122.383,-107.442,-1502,7,2,43
563,99.2154,-83.0307,-1502,7,2,43
564,112.136,-96.0739,-1502,7,2,43
565,125.029,-99.1756,-1502,7,2,43
566,129.804,-109.185,-1502,7,2,43
567,81.9444,-64.8287,-1502,7,2,43
568,91.3927,-68.4501,-1502,7,2,43
569,96.2859,-86.4651,-1502,7,2,43
570,86.6531,-64.3843,-1502,7,2,43
571,101.562,-91.3222,-1502,7,2,43
572,100.402,-74.2417,-1502,7,2,43
573,108.031,-99.749,-1502,7,2,43
574,79.3979,-51.5578,-1502.5,7,2,44
575,47.3562,-29.9289,-1502.5,7,2,44
576,47.2783,-37.915,-1502.5,7,2,44
577,76.9884,-56.825,-1502.5,7,2,44
578,56.2216,-30.3184,-1502.5,7,2,44
579,44.4482,-28.3227,-1502.5,7,2,44
580,68.7398,-45.8476,-1502.5,7,2,44
581,46.5955,-33.2157,-1502.5,7,2,44
582,87.5822,-47.0733,-1502.5,7,2,44
583,50.4999,-25.6393,-1502.5,7,2,44
584,60.0511,-34.8349,-1502.5,7,2,44
585,52.9103,-25.064,-1502.5,7,2,44
586,54.0064,-28.5505,-1502.5,7,2,44
587,65.9004,-42.4069,-1502.5,7,2,44
588,48.7011,-33.9783,-1502.5,7,2,44
589,68.3561,-41.5075,-1502.5,7,2,44
590,48.1755,-29.6686,-1502.5,7,2,44
